id,topic1,topic2,topic3,topic4,topic5,topic6,topic7,topic8,topic9,topic10,year,classLabel
<6419637.1075855728883.JavaMail.evans@thyme>,0.19803375010000002,0.1196401417,0.2488979697,0.0,0.1100891158,0.0,0.0,0.09167870880000001,0.22054684160000002,0.0,2001,1
<24686087.1075855672797.JavaMail.evans@thyme>,0.3249532282,0.16178792720000001,0.0,0.0,0.1276705712,0.0,0.1475668848,0.0,0.226114586,0.0,2000,1
<18449022.1075855672884.JavaMail.evans@thyme>,0.43626281619999996,0.0,0.0735342354,0.0,0.1688688397,0.0,0.0,0.0,0.3025777042,0.0,2000,1
<22727816.1075855698264.JavaMail.evans@thyme>,0.6244909167,0.0,0.0,0.0,0.0,0.0,0.1492912173,0.1893697977,0.0,0.0,2001,1
<5722531.1075855698441.JavaMail.evans@thyme>,0.2074400187,0.0,0.0,0.0,0.2880291343,0.0,0.10662426800000001,0.1823061556,0.1892819107,0.0,1980,1
<11582752.1075855698462.JavaMail.evans@thyme>,0.4328019917,0.0,0.2072559148,0.0,0.170064047,0.0,0.0,0.0,0.1437146962,0.0,2001,1
<9566669.1075855698530.JavaMail.evans@thyme>,0.2957395613,0.1082535535,0.0,0.0,0.1478378028,0.0,0.1470326185,0.103963092,0.19137559829999998,0.0,2001,1
<23755959.1075855698595.JavaMail.evans@thyme>,0.2931008041,0.0,0.2024334818,0.1249053404,0.0,0.0,0.0,0.1268473566,0.2398894429,0.0,2001,1
<23514401.1075855698638.JavaMail.evans@thyme>,0.3992369771,0.09624493869999999,0.0770068318,0.0,0.0,0.0268930569,0.2217148095,0.0730651021,0.10057428480000001,0.0,2001,1
<3162263.1075855698705.JavaMail.evans@thyme>,0.4749540389,0.0,0.0483873896,0.0,0.0580295362,0.0871860906,0.0,0.0,0.3106044233,0.0,2001,1
<31494449.1075855698727.JavaMail.evans@thyme>,0.28726467489999996,0.22273616489999998,0.0,0.0,0.0,0.0,0.3048844039,0.0,0.1601111889,0.0,2001,1
<6052394.1075855698749.JavaMail.evans@thyme>,0.2198317349,0.10455307359999999,0.045611791299999996,0.0,0.16920790079999998,0.0261838138,0.0,0.0,0.4264470339,0.0,2001,1
<3100847.1075855698813.JavaMail.evans@thyme>,0.2816433907,0.0396310166,0.10064207019999999,0.049293492,0.2440607548,0.0,0.0880967155,0.0,0.1925779134,0.0,2001,1
<5903182.1075855698839.JavaMail.evans@thyme>,0.31525594,0.0470269732,0.09983269869999999,0.0781118199,0.0995738283,0.0,0.1889019012,0.0,0.1685690582,0.0,2001,1
<7197911.1075855698928.JavaMail.evans@thyme>,0.6980556845999999,0.0,0.07391876730000001,0.0,0.0,0.0,0.0,0.073878631,0.1446210742,0.0,2001,1
<11575741.1075855698949.JavaMail.evans@thyme>,0.5307770967000001,0.0761870295,0.2987886965,0.0,0.0609070584,0.0,0.0,0.0,0.0,0.0,2001,1
<4885492.1075855698970.JavaMail.evans@thyme>,0.37842702869999995,0.0,0.0,0.0,0.28365838530000004,0.0,0.0,0.11746542900000001,0.1931721568,0.0,2001,1
<29620511.1075855699125.JavaMail.evans@thyme>,0.5698394179,0.0,0.0549171083,0.0780020654,0.26996243,0.0,0.0,0.0,0.0,0.0,2001,1
<13595482.1075855699169.JavaMail.evans@thyme>,0.4345693588,0.0,0.1772819459,0.0,0.15136475859999998,0.0,0.0,0.10960312929999999,0.10337010029999999,0.0,2001,1
<2719904.1075855699298.JavaMail.evans@thyme>,0.0,0.0,0.3546508253,0.0,0.27445352079999996,0.0,0.0,0.0,0.31255322690000004,0.0,2001,1
<12301194.1075855699320.JavaMail.evans@thyme>,0.1980235279,0.1196509749,0.2488715351,0.0,0.1100812107,0.0,0.0,0.09168574210000001,0.2205735594,0.0,2001,1
<6387360.1075855673465.JavaMail.evans@thyme>,0.43624505399999997,0.0,0.0735339001,0.0,0.1688690484,0.0,0.0,0.0,0.302595675,0.0,2000,1
<23953019.1075855673530.JavaMail.evans@thyme>,0.3249576688,0.1617889106,0.0,0.0,0.1276705414,0.0,0.1475613862,0.0,0.2261147052,0.0,2000,1
<22214030.1075855707961.JavaMail.evans@thyme>,0.19802968199999998,0.1196442172,0.24888832870000002,0.0,0.11008607599999999,0.0,0.0,0.091681309,0.22055685519999998,0.0,2001,1
<2099084.1075855708030.JavaMail.evans@thyme>,0.43457162380000003,0.0,0.1772854477,0.0,0.1513648033,0.0,0.0,0.10960380730000001,0.1033635959,0.0,2001,1
<6392448.1075855708074.JavaMail.evans@thyme>,0.5698342323,0.0,0.054915096600000005,0.0780091286,0.269962579,0.0,0.0,0.0,0.0,0.0,2001,1
<5679160.1075855708185.JavaMail.evans@thyme>,0.3784540892,0.0,0.0,0.0,0.2836577892,0.0,0.0,0.1174526513,0.19315844769999999,0.0,2001,1
<20839657.1075855708206.JavaMail.evans@thyme>,0.5308121443,0.07620587940000001,0.2987413704,0.0,0.0609004088,0.0,0.0,0.0,0.0,0.0,2001,1
<10959398.1075855708227.JavaMail.evans@thyme>,0.6980341077,0.0,0.0739522725,0.0,0.0,0.0,0.0,0.07387745379999999,0.1446103156,0.0,2001,1
<19962240.1075855708274.JavaMail.evans@thyme>,0.3152554333,0.0470272489,0.099832505,0.0781118199,0.0995739549,0.0,0.18890316780000002,0.0,0.16856811940000002,0.0,2001,1
<28169830.1075855708300.JavaMail.evans@thyme>,0.2816560268,0.0396297462,0.1006415933,0.0492862538,0.2440588921,0.0,0.0880446285,0.0,0.1926281899,0.0,2001,1
<18109669.1075855708364.JavaMail.evans@thyme>,0.2198838592000001,0.1045526862,0.045622002300000006,0.0,0.1692029089,0.0261825081,0.0,0.0,0.42639136310000003,0.0,2001,1
<30511673.1075855708386.JavaMail.evans@thyme>,0.2872235775,0.22274871170000002,0.0,0.0,0.0,0.0,0.30490624899999996,0.0,0.1601179093,0.0,2001,1
<30377211.1075855708452.JavaMail.evans@thyme>,0.39923280479999995,0.0962446257,0.07700387389999999,0.0,0.0,0.0268933102,0.22172500190000002,0.0730650723,0.1005713493,0.0,2001,1
<10028000.1075855708497.JavaMail.evans@thyme>,0.29573312399999996,0.10826294119999999,0.0,0.0,0.1478341967,0.0,0.1470317692,0.10396281630000001,0.1913773566,0.0,2001,1
<28065133.1075855708543.JavaMail.evans@thyme>,0.4327549636,0.0,0.20726028079999997,0.0,0.1700643748,0.0,0.0,0.0,0.1437570453,0.0,2001,1
<16041239.1075855708564.JavaMail.evans@thyme>,0.20742665230000001,0.0,0.0,0.0,0.2880283296,0.0,0.1065941602,0.1822885871,0.1893437654,0.0,1980,1
<146297.1075855708719.JavaMail.evans@thyme>,0.6245160103,0.0,0.0,0.0,0.0,0.0,0.1492680013,0.1893678755,0.0,0.0,2001,1
<19692740.1075855673400.JavaMail.evans@thyme>,0.0,0.0,0.3170212805,0.0,0.20587190989999998,0.0,0.20577687030000005,0.0,0.22846648100000005,0.0,2000,1
<1954142.1075855377847.JavaMail.evans@thyme>,0.2109056711,0.06911423059999999,0.027016386400000002,0.0,0.06063182650000001,0.0,0.3318228424,0.20139397679999999,0.09516686199999999,0.0,2002,1
<27039304.1075855377869.JavaMail.evans@thyme>,0.2049741447,0.0725389346,0.02568141,0.0,0.0400706604,0.0,0.3483294845,0.21054448190000002,0.09401398150000001,0.0,2002,1
<13537630.1075855669909.JavaMail.evans@thyme>,0.8094087839,0.0100001926,0.010000354599999999,0.0,0.010000607,0.1105875,0.0100001972,0.0100018354,0.0,0.0100005064,1980,1
<9386166.1075855728056.JavaMail.evans@thyme>,0.0111119384,0.3843911588,0.2545474768,0.0111228172,0.2832568884,0.011111470900000002,0.0111125764,0.011112171200000001,0.0111169824,0.0111164907,2001,1
<15307395.1075855698508.JavaMail.evans@thyme>,0.0111119384,0.38438972829999996,0.2545474172,0.0111228153,0.2832584083,0.011111470900000002,0.0111125764,0.011112171200000001,0.0111169824,0.0111164907,2001,1
<2656461.1075855673040.JavaMail.evans@thyme>,0.7039711475,0.012501299399999999,0.1960196495,0.0125000561,0.0125002451,0.012500001100000002,0.0125019923,0.012501613200000001,0.012503101499999999,0.0125009418,2000,1
<31089571.1075855692708.JavaMail.evans@thyme>,0.7041496037999999,0.012501299399999999,0.19584108890000002,0.012500057,0.012500246100000001,0.012500002,0.0125019923,0.012501613200000001,0.0125031527,0.0125009427,2000,1
<28787814.1075855728625.JavaMail.evans@thyme>,0.2590203583,0.0125012659,0.24342665079999998,0.0125000756,0.1455070227,0.0125000831,0.012500826299999998,0.012500410900000002,0.2770418823,0.012501436299999998,2001,1
<27568618.1075855699061.JavaMail.evans@thyme>,0.2575937808,0.0125012659,0.2431737483,0.0125000766,0.1455024183,0.012500084,0.0125008272,0.0125004118,0.2787260115,0.012501436299999998,2001,1
<3375312.1075855692536.JavaMail.evans@thyme>,0.0125055658,0.0125010321,0.1479088217,0.0125012901,0.0125002721,0.012500401599999999,0.1420512199,0.012500219,0.6225284934,0.0125027429,2000,1
<28045311.1075855672863.JavaMail.evans@thyme>,0.012507106200000001,0.012501033,0.14792732890000002,0.012501291000000001,0.0125002731,0.012500401599999999,0.14204986390000002,0.012500219,0.6225097775,0.0125027448,2000,1
<9014852.1075855728926.JavaMail.evans@thyme>,0.286165446,0.012500816000000001,0.2501857877,0.2517662048,0.1368734241,0.012500001100000002,0.0125032635,0.0125000253,0.012501209,0.0125038978,2001,1
<26307860.1075855699363.JavaMail.evans@thyme>,0.2861545384,0.012500816000000001,0.2501952946,0.25176766510000004,0.1368733495,0.012500001100000002,0.0125032645,0.0125000253,0.012501209,0.0125038978,2001,1
<25454828.1075855728165.JavaMail.evans@thyme>,0.5645091534000001,0.0142884403,0.3211814463,0.014285803799999996,0.0142880073,0.0142860822,0.014293655800000001,0.014287500600000001,0.0142928306,0.0142870871,2001,1
<2221457.1075855698617.JavaMail.evans@thyme>,0.5645034909000001,0.0142884403,0.3211870492,0.014285803799999996,0.0142880073,0.0142860822,0.014293775,0.014287500600000001,0.0142928166,0.0142870871,2001,1
<11127271.1075855673127.JavaMail.evans@thyme>,0.0166682582,0.0166668035,0.3324328959,0.0166666675,0.2523884177,0.0166676063,0.0166690573,0.0166708678,0.2985025644,0.0166668873,2000,1
<12810713.1075855692730.JavaMail.evans@thyme>,0.0166682471,0.0166668054,0.3384411335,0.0166666675,0.2548880279,0.0166676175,0.0166690592,0.016670951599999997,0.28999462719999997,0.0166668911,2000,1
<12635597.1075855702772.JavaMail.evans@thyme>,0.5166572928000001,0.0166666675,0.3499967754,0.0166691151,0.0166666675,0.016669841499999997,0.016670243799999998,0.016667122,0.016668846799999998,0.0166673828,1980,1
<30863497.1075855708321.JavaMail.evans@thyme>,0.6823631525,0.0166666657,0.0166676324,0.0166684408,0.1842918843,0.0166701842,0.016668329,0.0166666657,0.0166692343,0.0166678093,2001,1
<19237776.1075855728362.JavaMail.evans@thyme>,0.6823632121,0.0166666675,0.0166676342,0.0166684426,0.1842918843,0.0166701674,0.016668329,0.0166666675,0.016669236100000002,0.0166678112,2001,1
<14933673.1075855698791.JavaMail.evans@thyme>,0.6823627949,0.0166666675,0.0166676342,0.0166684426,0.184292078,0.0166703295,0.016668329,0.0166666675,0.016669238,0.0166678112,2001,1
<12929996.1075855668941.JavaMail.evans@thyme>,0.025000002200000003,0.025000002200000003,0.2749993503,0.025000002200000003,0.2750002146,0.025000002200000003,0.025000002200000003,0.025000002200000003,0.2749939859,0.025006499100000003,1980,1
<33120873.1075855672841.JavaMail.evans@thyme>,0.0912425444,0.1016387716,0.1152084991,0.0,0.023892262999999997,0.0,0.14543500539999998,0.1444345862,0.3390791118,0.025671603199999997,2000,1
<11742106.1075855673487.JavaMail.evans@thyme>,0.0912424028,0.10163878650000001,0.11520529539999999,0.0,0.0238922685,0.0,0.1454351544,0.14443472029999999,0.3390821517,0.0256716274,2000,1
<12222503.1075855692514.JavaMail.evans@thyme>,0.09124140439999999,0.10163871199999999,0.1152053252,0.0,0.0238924064,0.0,0.14543531839999999,0.144434765,0.3390825689,0.0256716367,2000,1
<8610882.1075855692600.JavaMail.evans@thyme>,0.149986133,0.1464564949,0.296375066,0.0,0.0411253609,0.0,0.121790871,0.0710102916,0.1431769878,0.0266882014,2000,1
<21833620.1075855673443.JavaMail.evans@thyme>,0.1499834657,0.1464549154,0.2963721454,0.0,0.0411239788,0.0,0.1218018681,0.07099989059999999,0.14318491519999998,0.0266882442,2000,1
<1678403.1075855672927.JavaMail.evans@thyme>,0.1499900073,0.1464547217,0.2963728905,0.0,0.0411236584,0.0,0.12179987130000001,0.0709903985,0.1431887895,0.026689069300000003,2000,1
<15988511.1075855728969.JavaMail.evans@thyme>,0.5782972574,0.0,0.038424965,0.0,0.1585288048,0.0,0.0750848725,0.0,0.10947933789999999,0.0281246211,2001,1
<31627242.1075855707917.JavaMail.evans@thyme>,0.5782943368,0.0,0.0384104289,0.0,0.158529371,0.0,0.0751027539,0.0,0.1094751209,0.028127629300000002,2001,1
<24931873.1075855699406.JavaMail.evans@thyme>,0.5782942772,0.0,0.0383848138,0.0,0.1585307717,0.0,0.0751083791,0.0,0.1094838306,0.0281365123,2001,1
<19332193.1075855699017.JavaMail.evans@thyme>,0.4140235484000001,0.0838845968,0.0990736037,0.016114777,0.0519603007,0.019937519,0.0833985806,0.0568784885,0.1462457925,0.0284828003,2001,1
<19163786.1075855728582.JavaMail.evans@thyme>,0.414023608,0.0838836357,0.099073872,0.0161148049,0.051960282,0.0199383143,0.0833984688,0.05687842150000001,0.1462457925,0.028482845099999998,2001,1
<31584452.1075855708139.JavaMail.evans@thyme>,0.4140239954,0.0838746428,0.0990764424,0.0161150992,0.051960140499999995,0.019945275,0.0833976045,0.0568780974,0.1462453604,0.028483303300000002,2001,1
<21920205.1075855377891.JavaMail.evans@thyme>,0.3118626475,0.1953211427,0.0,0.0,0.033176735,0.0,0.2528386414,0.1267635226,0.04286526139999999,0.0303528085,2002,1
<4845954.1075855377776.JavaMail.evans@thyme>,0.3118460178,0.1953167319,0.0,0.0,0.0331741907,0.0,0.2528623641,0.1267666966,0.0428552292,0.0303595178,2002,1
<16083605.1075855673018.JavaMail.evans@thyme>,0.3228004575,0.0,0.061841968399999996,0.0,0.1980603039,0.0586468056,0.0966359749,0.0,0.22351373730000001,0.033235844199999996,2000,1
<5730999.1075855673379.JavaMail.evans@thyme>,0.3228031993,0.0,0.0618434846,0.0,0.1980597079,0.058647245199999996,0.09662862119999999,0.0,0.2235165536,0.0332362913,2000,1
<15606148.1075855692687.JavaMail.evans@thyme>,0.32280406359999997,0.0,0.0618439689,0.0,0.1980594844,0.058647383,0.0966262594,0.0,0.22351746260000002,0.0332364365,2000,1
<9127226.1075855692449.JavaMail.evans@thyme>,0.0333371162,0.033338543,0.3666596413,0.033334720899999996,0.033333811899999996,0.0333333351,0.03334729,0.033334679900000004,0.36664751170000004,0.0333333351,2000,1
<17594236.1075855672775.JavaMail.evans@thyme>,0.0333371051,0.033338543,0.3666596413,0.0333347172,0.033333811899999996,0.0333333351,0.0333451927,0.033334679900000004,0.36664962770000004,0.0333333351,2000,1
<5576094.1075855728473.JavaMail.evans@thyme>,0.0333386064,0.0333333351,0.3519121706,0.0333333351,0.0333333351,0.0333333351,0.0333338194,0.0333335809,0.3814142942,0.033334169500000004,2001,1
<20040851.1075855698906.JavaMail.evans@thyme>,0.0333384685,0.0333333351,0.35186842079999997,0.0333333351,0.0333333351,0.0333333351,0.0333338194,0.0333335809,0.3814581633,0.033334169500000004,2001,1
<10513667.1075855728452.JavaMail.evans@thyme>,0.0333333351,0.0333333351,0.699981153,0.0333333351,0.0333333351,0.0333333351,0.033337649,0.0333336592,0.0333426557,0.0333382115,2001,1
<9664038.1075855698885.JavaMail.evans@thyme>,0.0333333351,0.0333333351,0.6999810338,0.0333333351,0.0333333351,0.0333333351,0.033337649,0.0333336592,0.033342722799999995,0.0333382115,2001,1
<31149192.1075855673084.JavaMail.evans@thyme>,0.2944028676,0.1373426318,0.05588785190000002,0.0228725821,0.0878610909,0.0325968303,0.0557809807,0.1356039345,0.1436221451,0.034029066600000005,2000,1
<11742802.1075855673336.JavaMail.evans@thyme>,0.2944129109,0.13734275099999999,0.055885464,0.022872569,0.08786154539999999,0.0325977691,0.0557703637,0.1356061697,0.1436205804,0.0340298489,2000,1
<30865616.1075855708408.JavaMail.evans@thyme>,0.3847571313,0.0661193654,0.0831799209,0.0107806446,0.12231738119999999,0.0244371369,0.08086174730000001,0.05737982320000001,0.13305583599999998,0.0371110439,2001,1
<22854556.1075855728255.JavaMail.evans@thyme>,0.3847568631,0.0661187321,0.0831799731,0.0107806455,0.1223172992,0.024437964,0.0808618814,0.057379826900000014,0.1330557317,0.0371110849,2001,1
<31274667.1075855698684.JavaMail.evans@thyme>,0.3847568631,0.066118598,0.0831799954,0.0107806427,0.12231729179999999,0.024438077599999997,0.08086192610000001,0.05737982320000001,0.1330557019,0.037111111,2001,1
<15443256.1075855728647.JavaMail.evans@thyme>,0.43768772479999996,0.0775252506,0.1278176904,0.0368607864,0.059169631500000014,0.0,0.0,0.0523588359,0.1600286663,0.042489413200000006,2001,1
<26166148.1075855699082.JavaMail.evans@thyme>,0.4376730919,0.0775025114,0.1277892739,0.0368636139,0.05929130320000001,0.0,0.0,0.052258037,0.1600700319,0.04249016940000002,2001,1
<11293833.1075855708117.JavaMail.evans@thyme>,0.4376734793,0.0775059685,0.1277994663,0.0368631743,0.0592867211,0.0,0.0,0.0522625558,0.1600563675,0.042490337,2001,1
<30251967.1075855708521.JavaMail.evans@thyme>,0.1506915241,0.0515407175,0.0807459354,0.0121426377,0.062425609699999995,0.0386773162,0.2674647272,0.1803126484,0.1081383824,0.047860510599999996,2001,1
<6970185.1075855728034.JavaMail.evans@thyme>,0.150691554,0.051540706299999996,0.08074601740000001,0.012142636799999999,0.062425613399999996,0.0386772715,0.2674647272,0.1803129911,0.1081379056,0.047860533,2001,1
<22059750.1075855698487.JavaMail.evans@thyme>,0.150691539,0.0515407175,0.0807459429,0.012142636799999999,0.0624256209,0.0386773199,0.267464757,0.1803129762,0.1081379503,0.047860562800000006,2001,1
<2754791.1075855698286.JavaMail.evans@thyme>,0.3037672043,0.046320918899999994,0.0288937725,0.0,0.1149499118,0.0112521928,0.11669619380000001,0.07722157240000001,0.24558222289999998,0.0545805916,2001,1
<28100361.1075855727849.JavaMail.evans@thyme>,0.30376547579999996,0.0463191457,0.0288934279,0.0,0.11495050039999999,0.011252132199999999,0.11669618640000001,0.077222161,0.2455806434,0.0545848757,2001,1
<27887069.1075855698863.JavaMail.evans@thyme>,0.1679839343,0.0852688998,0.0250969958,0.0,0.1643458456,0.0233321115,0.2066539228,0.0472972095,0.2157927305,0.055068541299999996,2001,1
<16004214.1075855728430.JavaMail.evans@thyme>,0.16798383,0.08526881039999999,0.0250966828,0.0,0.1643459201,0.023332079900000004,0.2066538632,0.047296922699999994,0.21579279010000002,0.055069290099999994,2001,1
<14329750.1075855708252.JavaMail.evans@thyme>,0.1679835618,0.0852686614,0.0250979029,0.0,0.1643456817,0.023332065,0.2066533864,0.047297895,0.2157918066,0.0550693832,2001,1
<9354794.1075855377799.JavaMail.evans@thyme>,0.09973598269999999,0.0596897416,0.0442036018,0.0,0.1334663332,0.024205647400000002,0.1188794002,0.0979568288,0.36544746159999997,0.056123476500000005,2002,1
<27730911.1075855698551.JavaMail.evans@thyme>,0.25296893719999997,0.0,0.1806384325,0.050747375899999995,0.1385345161,0.0,0.2264142632,0.0,0.0899230987,0.057242848,2001,1
<6118857.1075855728099.JavaMail.evans@thyme>,0.2529695034,0.0,0.18063870070000002,0.0507475026,0.13853470980000002,0.0,0.2264146209,0.0,0.08991905300000001,0.05724539980000001,2001,1
<19746800.1075855673062.JavaMail.evans@thyme>,0.2268893868,0.09278804060000001,0.0,0.030185224500000007,0.23522937300000002,0.08373328299999999,0.0793228596,0.0,0.18735302980000001,0.062324196100000014,2000,1
<27659239.1075855673357.JavaMail.evans@thyme>,0.2268872857,0.09278755640000001,0.0,0.030185271099999997,0.23522767420000001,0.0837331638,0.07932071389999999,0.0,0.1873577982,0.0623259321,2000,1
<2377195.1075855698574.JavaMail.evans@thyme>,0.2140877545,0.0580698773,0.0,0.0139118396,0.2203564346,0.0107190851,0.08891259130000001,0.0609477647,0.2674932778,0.0646314621,2001,1
<19108674.1075855708475.JavaMail.evans@thyme>,0.2140860707,0.0580698997,0.0,0.0139002707,0.22035615149999999,0.0107190851,0.08891195800000001,0.0609572716,0.2674948573,0.0646345913,2001,1
<28859452.1075855728121.JavaMail.evans@thyme>,0.214085713,0.0580698997,0.0,0.0138979424,0.22035607699999998,0.010719086000000001,0.0889118165,0.060959179,0.26749518510000003,0.0646352172,2001,1
<29136898.1075855728797.JavaMail.evans@thyme>,0.1958749443,0.049992900300000004,0.0,0.0267744735,0.24154475329999997,0.0,0.0786186978,0.043741051100000004,0.2899186015,0.0715924054,2001,1
<2422582.1075855699234.JavaMail.evans@thyme>,0.1958712786,0.049992971100000005,0.0,0.0267587509,0.2415444851,0.0,0.0786181465,0.0437607616,0.2899164557,0.0715950131,2001,1
<4834496.1075855708343.JavaMail.evans@thyme>,0.2678570747,0.041107285800000004,0.15776672960000002,0.0,0.1389708668,0.0373403095,0.0527480096,0.15399314460000002,0.07275889070000001,0.07671131190000001,2001,1
<19114956.1075855698770.JavaMail.evans@thyme>,0.2678574622,0.0411067493,0.1577671617,0.0,0.13897091150000002,0.0373405777,0.052745875,0.1539937258,0.07275847349999999,0.0767126903,2001,1
<15982773.1075855728341.JavaMail.evans@thyme>,0.2678600252,0.041104026099999996,0.157770142,0.0,0.1389709562,0.0373422503,0.0527358763,0.1539966315,0.0727577507,0.0767160207,2001,1
<10069888.1075855699104.JavaMail.evans@thyme>,0.4487579465,0.0,0.0705645159,0.0,0.0766957402,0.0,0.13423813880000002,0.0,0.1732499003,0.0862353072,2001,1
<30145157.1075855708095.JavaMail.evans@thyme>,0.448777318,0.0,0.0705929175,0.0,0.0766973868,0.0,0.1341771036,0.0,0.1732512563,0.0862456188,2001,1
<11275344.1075855728669.JavaMail.evans@thyme>,0.4488015175,0.0,0.0706231073,0.0,0.076699622,0.0,0.13409337400000002,0.0,0.17326289420000002,0.08626104150000001,2001,1
<8608361.1075855699039.JavaMail.evans@thyme>,0.47111177439999996,0.0,0.23085020480000001,0.0827358812,0.0808619484,0.0,0.0,0.0,0.0,0.0987187847,2001,1
<30323882.1075855728603.JavaMail.evans@thyme>,0.4710997641,0.0,0.2308495194,0.08273677530000001,0.0808621794,0.0,0.0,0.0,0.0,0.09873037789999999,2001,1
<8291442.1075855699277.JavaMail.evans@thyme>,0.10868179050000001,0.1398825943,0.0,0.0,0.1975005269,0.0,0.0,0.0,0.3958053887,0.12479181589999999,2001,1
<1519928.1075855728840.JavaMail.evans@thyme>,0.10869383070000001,0.139917776,0.0,0.0,0.1974933445,0.0,0.0,0.0,0.39572709799999994,0.1248300225,2001,1
<24599304.1075855707985.JavaMail.evans@thyme>,0.10872095820000001,0.1398844272,0.0,0.0,0.1974993646,0.0,0.0,0.0,0.395716846,0.12484049050000001,2001,1
<14810202.1075855699255.JavaMail.evans@thyme>,0.23751552399999998,0.0319801494,0.1349349469,0.0,0.17002835870000002,0.0,0.0,0.0333114304,0.259550333,0.12712129949999998,2001,1
<16361079.1075855708009.JavaMail.evans@thyme>,0.23751275239999997,0.0319801271,0.1349339783,0.0,0.17002838850000002,0.0,0.0,0.0333121233,0.2595516741,0.12712293859999999,2001,1
<10473497.1075855728819.JavaMail.evans@thyme>,0.2375106215,0.0319801271,0.1349332929,0.0,0.17002844809999998,0.0,0.0,0.0333126262,0.2595527172,0.1271241605,2001,1
<24429859.1075855692751.JavaMail.evans@thyme>,0.5409848093999999,0.1318027377,0.0111131677,0.011111111399999998,0.1222057641,0.011111111399999998,0.0111120148,0.0111157661,0.0111112492,0.1383322924,2000,1
<19979096.1075855673171.JavaMail.evans@thyme>,0.5409663915999999,0.1318075955,0.0111131677,0.011111111399999998,0.1222057641,0.011111111399999998,0.0111120157,0.0111158304,0.0111112492,0.1383457929,2000,1
<29608997.1075855728754.JavaMail.evans@thyme>,0.4931795299,0.011112093899999998,0.011111238,0.011111173799999999,0.1718255877,0.011111111399999998,0.011111570500000001,0.011111138400000001,0.1220788285,0.1462477595,2001,1
<27146733.1075855699190.JavaMail.evans@thyme>,0.4931804836,0.0111120949,0.011111238999999998,0.0111111747,0.1718268245,0.0111111123,0.011111571499999999,0.0111111393,0.1220659167,0.1462584734,2001,1
